379.10999,34.46636
380.00367,34.42835
381.04629,34.35244
382.23786,34.35244
383.28049,34.35244
384.32311,34.27670
385.36574,34.35244
386.25942,34.35244
387.17431,34.24256
388.04677,34.20112
389.16387,34.20112
390.42992,34.20112
391.17465,34.20112
392.36622,34.20112
393.25990,34.12571
394.15358,34.12571
395.04726,34.12571
396.08988,33.97540
397.13251,34.05047
398.02618,33.82574
399.06881,33.82574
400.11143,33.67675
401.15406,33.60249
402.19668,33.60249
403.23931,33.52841
404.13299,33.45448
405.02667,33.30712
406.06929,33.19703
407.10656,33.06163
408.00559,33.01435
409.04822,32.94155
410.23979,32.86892
411.28242,32.76028
412.16931,32.70742
413.06977,32.58000
414.11240,32.29361
415.15502,32.15137
416.04870,32.00975
417.09133,31.79848
418.13395,31.65842
419.02763,31.58862
420.07026,31.38013
421.11288,31.31095
422.00656,31.31095
423.19813,31.10430
424.09181,31.03572
425.28338,30.76291
426.17706,30.76291
427.21968,30.55987
428.25125,30.44629
429.21797,30.27640
430.19861,30.15782
431.09229,29.95878
432.13492,29.89273
433.02859,29.56463
434.07122,29.43441
435.11384,29.24014
436.15647,28.98311
437.19909,28.85545
438.24172,28.72835
439.13540,28.53874
440.17802,28.47582
441.22065,28.22551
442.11433,28.03922
443.15695,27.91572
444.34852,27.85417
445.24220,27.73148
446.28483,27.60932
447.17850,27.48771
447.96008,27.37554
449.07575,27.16066
450.15743,27.06627
451.20006,26.88763
452.09374,26.65128
453.13636,26.41701
454.17899,26.30065
455.07266,26.12707
456.11529,25.95463
457.30686,25.72648
458.34949,25.55669
459.39211,25.44412
460.28579,25.27619
461.17947,25.10937
462.22209,24.88865
463.11577,24.72439
464.15840,24.61548
465.05207,24.39911
466.09470,24.18464
467.13732,23.97205
468.11574,23.85627
469.07363,23.70894
470.11625,23.50053
471.15888,23.44872
472.05256,23.19135
473.02955,23.09769
474.13781,22.78543
475.18043,22.63505
476.07411,22.43608
477.26568,22.33725
478.15936,22.09209
479.20198,21.84961
480.09566,21.70541
481.13829,21.56215
482.18091,21.32549
483.37248,21.13804
484.11722,20.95223
485.01089,20.76806
486.09082,20.59486
487.20649,20.32614
488.28772,20.18060
489.33034,20.00321
490.22402,19.78366
491.26664,19.69651
492.16032,19.56652
493.05400,19.43738
494.09663,19.30910
495.13925,19.18166
496.03293,19.05506
497.07555,18.92930
498.26713,18.84592
499.30975,18.68026
500.20343,18.59798
501.09711,18.51606
502.13973,18.47523
503.03341,18.35330
504.06589,18.19559
505.11752,18.04858
506.01234,17.95263
507.20391,17.79482
508.24654,17.63840
509.28916,17.52199
510.18284,17.36797
511.37441,17.25334
512.26809,17.10168
513.16177,16.98881
514.20439,16.87668
515.09807,16.69145
516.14070,16.54473
517.18332,16.43554
518.22595,16.21930
519.26857,16.00592
520.31120,15.79534
521.05593,15.62198
522.17303,15.41645
523.06670,15.19684
523.99814,14.97703
525.07748,14.81595
526.12011,14.55662
527.16273,14.33344
528.05641,14.08256
529.09903,13.72959
530.14166,13.35596
531.03534,13.06439
532.22691,12.75100
533.34401,12.37665
534.23769,12.13321
535.20584,11.85524
536.15529,11.54963
537.14214,11.24356
538.03582,10.97386
539.37634,10.68701
540.41896,10.36181
541.46159,10.02436
542.35527,9.74080
543.24894,9.57031
544.29157,9.38207
545.33419,9.19753
546.13185,8.97356
547.12155,8.74225
548.16418,8.49496
549.35575,8.25466
550.24943,8.02117
551.44100,7.84606
552.48362,7.70873
553.22836,7.60731
554.27098,7.52381
555.01571,7.44124
556.05834,7.28682
557.10096,7.14350
558.14359,7.01846
559.03373,6.89950
560.37778,6.76745
561.42041,6.61971
562.46303,6.48951
563.20777,6.40413
564.10144,6.31987
564.99512,6.23673
566.03775,6.16828
567.08037,6.03362
568.12300,5.95424
569.16562,5.88888
570.05930,5.81141
571.25087,5.72231
572.14455,5.65950
573.31788,5.56055
574.08085,5.47519
575.12348,5.37936
576.16610,5.27355
577.20873,5.19269
578.10241,5.11308
578.99609,5.02358
580.03871,4.94656
581.08134,4.87072
582.27291,4.78547
583.31553,4.71210
584.35816,4.62962
585.25184,4.55864
585.99657,4.47885
587.05984,4.41726
588.23076,4.32343
589.42234,4.25714
590.46496,4.17341
591.43311,4.08681
592.40126,4.01971
593.44389,3.94935
594.33757,3.89739
595.08230,3.82918
596.12492,3.77047
597.01860,3.70447
598.06123,3.62360
599.10385,3.55233
599.99753,3.47861
601.17417,3.38881
602.23173,3.31007
603.27435,3.22355
604.46592,3.13929
605.21066,3.08434
606.10433,3.04376
606.99801,3.01035
608.04064,2.93814
609.23221,2.85503
610.42378,2.78655
611.46641,2.72271
612.36008,2.67505
613.10790,2.62356
613.99849,2.57369
615.19007,2.50089
616.08374,2.42479
617.27532,2.35101
618.46689,2.28450
619.21162,2.23463
620.25424,2.19068
621.29687,2.13577
622.04160,2.08454
622.99955,2.03406
624.27580,1.97917
625.31842,1.92743
626.21210,1.87291
627.10578,1.81592
628.14840,1.77236
629.04208,1.72223
630.23365,1.66247
631.12733,1.60478
632.22094,1.54014
633.36153,1.48875
634.40415,1.42446
635.44678,1.37807
636.19151,1.35694
637.23414,1.32147
638.12781,1.27844
639.17044,1.23953
640.06412,1.19917
641.04910,1.15327
642.29831,1.11247
643.19199,1.06678
644.23462,1.02296
645.27724,0.97663
646.31987,0.94274
647.21355,0.91003
648.07946,0.86500
649.14985,0.83129
650.19247,0.79539
651.23510,0.76779
652.27772,0.74278
653.32035,0.71859
654.06508,0.69519
655.10771,0.66811
656.00139,0.64067
657.12060,0.61034
658.08664,0.58138
659.12926,0.55382
660.17189,0.52409
661.06556,0.49925
662.27869,0.47242
663.15081,0.45005
664.04449,0.42872
665.23606,0.41111
666.12974,0.38562
667.17237,0.36815
668.21499,0.35381
669.06477,0.33751
670.30024,0.31895
671.04497,0.30450
672.08760,0.29329
673.13022,0.28062
674.17285,0.26555
675.10611,0.24877
676.10915,0.23676
677.15178,0.22405
678.04546,0.21296
679.23703,0.20108
680.01991,0.19295
681.02438,0.18490
682.06701,0.17420
683.10963,0.16522
684.00331,0.15635
685.04594,0.14409
686.05082,0.13471
687.13119,0.12510
688.17381,0.11735
689.21644,0.10959
690.29437,0.10360
691.15274,0.09835
692.19537,0.09124
693.23799,0.08492
694.14468,0.07848
695.32324,0.07398
696.06797,0.06986
697.25954,0.06581
698.15322,0.06242
699.28190,0.05729
700.53637,0.05443
701.43004,0.05061
702.02583,0.04700
703.36607,0.04287
704.40897,0.04131
705.00476,0.03883
706.34528,0.03619
707.23895,0.03350
708.18975,0.03153
709.02631,0.02960
710.06894,0.02789
711.11156,0.02616
712.34839,0.02387
713.19681,0.02291
714.23944,0.02130
715.43101,0.01950
716.32469,0.01805
717.25176,0.01713
718.26099,0.01624
719.30361,0.01490
720.34624,0.01398
721.34531,0.01312
722.28254,0.01246
723.32517,0.01184
