270.13043,0.22570
271.41932,0.26837
272.11155,0.31437
272.90837,0.40284
273.70518,0.49239
274.77500,0.60043
275.99197,0.83637
276.99947,1.04680
278.46755,1.24756
279.31048,1.46321
280.38586,1.63157
281.30810,1.96216
282.42228,2.32273
283.30149,2.65818
284.13553,3.02440
285.31173,3.40842
286.10400,3.78200
287.30264,4.57858
288.22488,5.03824
289.14712,5.46880
290.06935,6.05909
291.09051,6.89467
292.37494,7.48870
293.29718,8.46887
293.99280,9.28003
295.14166,10.11546
296.06389,11.28416
296.98613,12.24847
298.36949,13.29518
299.29172,14.23545
300.67508,15.45197
301.13620,15.88015
302.05843,16.32020
302.98067,17.00325
303.90291,17.71487
305.40049,18.92757
306.35193,19.53055
307.13074,20.03350
308.05297,21.15917
309.43633,22.34808
310.22621,22.77277
311.09505,23.18164
312.22018,23.88779
313.14674,24.44076
314.38216,25.23650
315.30873,25.82069
315.92644,26.17768
317.16186,26.66136
318.39728,27.40367
319.32385,28.03804
320.25042,28.55608
321.17698,28.95089
322.41240,29.48580
323.33897,29.75696
324.26553,30.03060
325.31409,30.51604
326.42752,30.86673
327.35409,31.29348
328.28065,31.58125
329.20722,31.72613
330.13378,32.01789
331.06035,32.08864
332.29577,32.31232
333.22234,32.46056
334.14890,32.60947
335.38432,32.90934
336.00204,33.06032
337.23746,33.21198
338.47288,33.36434
339.39944,33.67116
340.32601,33.67116
341.05418,33.67675
342.02233,33.75116
343.06496,33.82574
344.10758,33.90049
345.00126,33.97540
346.00203,34.02557
347.23546,34.20112
348.12913,34.20112
349.32071,34.27670
350.46900,34.24256
351.40596,34.35244
352.29963,34.50442
353.19331,34.50442
354.08699,34.50442
355.27856,34.58067
356.17224,34.58067
357.06592,34.58067
358.10854,34.65708
359.15117,34.65708
360.19379,34.65708
361.23642,34.73366
362.13010,34.81041
363.32167,34.81041
364.36429,34.81041
365.40692,34.81041
366.40199,34.80762
367.19428,34.81041
368.08795,34.88733
369.13058,34.81041
370.02426,34.81041
371.06688,34.81041
372.10951,34.81041
373.00319,34.81041
374.04581,34.65708
375.08844,34.58067
376.28001,34.58067
377.17369,34.58067
378.21631,34.50442
